subs,title
"Magnetic field,Magnetic moment,Magnetization,Modelling magnets,Pole naming conventions,Magnetic materials,Magnetic metallic elements,Composites,Rare-earth magnets,Single-molecule magnets (SMMs) and single-chain magnets (SCMs),Nano-structured magnets,Costs,Temperature,Fields of a magnet,Calculating the magnetic force",Magnet
"[,],Argentina,[,],Australia, New Zealand and South Africa,[,],Britain and Ireland,[,],Continental Europe,[,],Czech Republic,[,],Germany,[,],United States and Canada,[,],Brazil,[,],Three years,[,],Four years,[,],Five years",Bachelor of Science
"[,],Nazi period",University of Marburg
,Editing Walter H. Schottky (section)
"Classical physics,Modern physics,Difference between classical and modern physics,Prerequisites,Application and influence,Scientific method,Theory and experiment,Scope and aims,Research fields",Physics
"[,],Museum,[,],Faculties,[,],Rankings,[,],Language policy,[,],Notable fellows of the university,[,],Politics, Law and Society,[,],Economics, Business and Management,[,],Nobel Prize laureates",University of Zurich
,Editing Walter H. Schottky (section)
,Friedrich Schottky
,Editing Walter H. Schottky (section)
,Pentode
,Mathematician
"[,],Electronic devices,[,],Optics",Shot noise
,Hughes Medal
,Editing Walter H. Schottky (section)
,Ribbon microphone
"[,],Driver types,[,],Crossover,[,],Enclosures,[,],Wiring connections,[,],Wireless speakers,[,],Electrical characteristics of dynamic loudspeakers,[,],Electromechanical measurements,[,],Efficiency vs. sensitivity,[,],Placement,[,],Directivity,[,],Horn loudspeakers,[,],Piezoelectric speakers,[,],Magnetostrictive speakers,[,],Electrostatic loudspeakers,[,],Ribbon and planar magnetic loudspeakers,[,],Bending wave loudspeakers,[,],Flat panel loudspeakers,[,],Heil air motion transducers,[,],Plasma arc speakers,[,],Digital speakers",Loudspeaker
"[,],Field electron microscopy and related basics,[,],Field electron spectroscopy (electron energy analysis),[,],Field electron emitters as electron-gun sources,[,],Atomically sharp emitters,[,],Large-area field emission sources: vacuum nanoelectronics,[,],Vacuum breakdown and electrical discharge phenomena,[,],Internal electron transfer in electronic devices,[,],Introduction,[,],Motive energy,[,],Escape probability,[,],Correction factor for the Schottky-Nordheim barrier,[,],Decay width,[,],Comments,[,],Fowler–Nordheim-type equations (,-, forms),[,],CFE theoretical equations (,-, forms),[,],Modified equations for large-area emitters,[,],Empirical CFE ,-, equation",Field electron emission
"[,],Control grid,[,],Screen grid",Tetrode
"[,],Control grid,[,],Screen grid",Tetrode
,Schottky anomaly
,Schottky barrier
,Schottky effect
,Ohmic contact
"[,],In Germany,[,],In Russia,[,],In Germany again",Werner Hartmann (physicist)
,Heinrich Rubens
,Doctoral advisor
,Pretzfeld
"[,],Academic career,[,],Family,[,],Professor at Berlin University,[,],Black-body radiation,[,],Einstein and the theory of relativity,[,],World War I,[,],Post War and Weimar Republic,[,],Quantum mechanics,[,],Nazi dictatorship and the Second World War,[,],Biographies,[,],Articles",Max Planck
"[,],Faculties/Schools,[,],Research,[,],See also",University of Rostock
,Humboldt University of Berlin
"[,],1402,[,],1545–1945,[,],1945 to today,[,],For research done at the University,[,],Associated with the University",University of Würzburg
"[,],Nazi period",University of Jena
,Physicist
"[,],Early history,[,],Old Swiss Confederacy,[,],Modern history,[,],Coat of arms,[,],Topography,[,],Climate,[,],Climate protection,[,],Urban area,[,],City districts,[,],Languages,[,],Religion,[,],Social,[,],Churches,[,],Museums,[,],Parks and nature,[,],Architecture,[,],World heritage sites,[,],Contributory factors to economic strength,[,],The Swiss stock exchange,[,],State universities by size in Canton Zurich,[,],Television and radio,[,],Print media,[,],Opera, ballet and theaters,[,],Food,[,],Nightlife and clubbing,[,],Events,[,],Notes",Zurich
,Walter Schottky
,"Pages that link to ""George Stibitz"""
,Talk:George Stibitz
,Log in / create account
,Log in / create account
,"Category:People from York, Pennsylvania"
,Editing George Stibitz
,George Stibitz: Revision history
,Category:Articles lacking in-text citations from February 2011
,Ciudad Guayana
,Schottky defect
,National Library of Scotland
,p–n junction
,p–n junction
,Reinforced cement concrete
,Cite
" Adding pages without visiting them , Adding whole categories ",Book creator
,"Information for ""P–n junction"""
,Bridge deck
,Deck (bridge)
,United States Department of Transportation
"Existing,Under Construction,Proposed,Timeline",Railway stations in Venezuela
" Adding pages without visiting them , Adding whole categories ",Book creator
,"Information for ""Railway stations in Venezuela"""
,Cite
,"Rendering,Want to print more than one article?"
,Talk:Railway stations in Venezuela
,"Pages that link to ""Railway stations in Venezuela"""
,Log in / create account
,"Changes related to ""Railway stations in Venezuela"""
Designated Engineering Representative,Federal Aviation Administration
" Adding pages without visiting them , Adding whole categories ",Book creator
,"Rendering,Want to print more than one article?"
,Log in / create account
,Cite
,"Rendering,Want to print more than one article?"
,Railway stations in Venezuela: Revision history
,"Information for ""Federal Aviation Administration"""
,Log in / create account
,"Pages that link to ""Federal Aviation Administration"""
,Commercial Aviation Alternative Fuels Initiative
,National aviation authority
,Log in / create account
,Log in / create account
,Search results
,"Changes related to ""Federal Aviation Administration"""
,Search results
,Federal Aviation Administration: Revision history
,Search results
,Search results
,Search results
,"Rendering,Want to print more than one article?"
" Adding pages without visiting them , Adding whole categories ",Book creator
,Cite
,"Information for ""National aviation authority"""
,"Pages that link to ""National aviation authority"""
,Talk:National aviation authority
,"Rendering,Want to print more than one article?"
,Log in / create account
,"Changes related to ""National aviation authority"""
,Editing National aviation authority
,Log in / create account
,National aviation authority
,Warsaw Convention
,Travel website
,National aviation authority: Revision history
,Standby (air travel)
"[,],Commissions",Travel agency
,Round-the-world ticket
,Red-eye flight
,Open-jaw ticket
,One-way travel
,Continent pass
,Government contract flight
,Bereavement flight
"[,],Checking in with an e-ticket,[,],E-ticket limitations,[,],IATA mandated transition",Electronic ticket
,Frequent-flyer program
"[,],Cost to airlines,[,],Cost to passengers",Flight cancellation and delay
"[,],For passengers,[,],For airlines",Codeshare agreement
"[,],Overview,[,],Airlines on board,[,],Benefits,[,],Drawbacks",Boarding pass
,Airline reservations system
,Airline timetable
,Airline ticket
,Overwing exits
,Airport police
,Airport authority
"[,],Airline safety videos,[,],Live demonstrations,[,],Other",Pre-flight safety demonstration
,Flight recorder
"[,],Personal items,[,],Electronics,[,],Sporting equipment,[,],Work tools,[,],Medication,[,],Chemicals,[,],Ammunition,[,],Knitting needles",Airline security
,Aircraft safety card
,Lost luggage
,Luggage lock
,Checked baggage
"[,],European Union,[,],United States",Hand luggage
,Baggage handler
,Baggage handling system
,Baggage claim
,Baggage carousel
,Baggage allowance
,Baggage cart
"[,],Invention,[,],Warsaw Convention,[,],Previous bag tags,[,],Current bag tags",Bag tag
"[,],Wheels",Baggage
,Hypermobility (travel)
"[,],Mechanisms,[,],CO, emissions per passenger kilometre,[,],Total climate effects,[,],Future emission levels: improved efficiencies vs. the trend in increased travel and freight,[,],Alternative fuels,[,],Reducing air travel,[,],Kyoto Protocol,[,],Emissions trading,[,],Mitigation",Environmental impact of aviation
,Departure card
"[,],National Identity Card,[,],Driver's licence,[,], travel documents,[,],Other means of identification",Travel document
,Landing card
"[,],Previous common visa schemes",Visa (document)
,Border control
,Arrival card
"[,],Full passports,[,],Travel documents in passport-booklet form,[,],Multiple classes of nationality in a single country,[,],One class of nationality in multiple countries,[,],Special nationality class through investment,[,],Multiple types of passports, one nationality,[,],Passports without sovereign territory,[,],Family passports,[,],Asia,[,],Europe,[,],North America,[,],Oceania,[,],South America,[,],Africa,[,],Asia,[,],Europe,[,],North America,[,],Oceania,[,],South America,[,],Mainland China, Hong Kong and Macau,[,],Malaysia",Passport
,Low cost carrier terminal
"[,],Marketing",Jet bridge
"[,],2012 survey,[,],General theories behind immigration,[,],Region-specific factors for immigration,[,],Asia,[,],Europe,[,],Oceania",Immigration
"[,],International in name only",International airport
,Gate (airport)
"[,],Europe",Domestic airport
"[,],Boarding patterns and efficiency",Boarding (transport)
,Airstair
"[,],Pier,[,],Satellite terminals,[,],Semicircular terminals,[,],Other,[,],Common-use facility",Airport terminal
,Airport lounge
"[,],Mobile check-in",Airport check-in
"[,],Canada,[,],European Union,[,],Hong Kong,[,],India,[,],Israel,[,],Singapore,[,],United States",Airport security
"[,],One-seat ride via main-line train,[,],One-seat ride via local public transport,[,],Rail to airport people mover,[,],Rail to bus to airport",Airport rail link
"[,],Canada",Aerodrome
"[,],Oneworld,[,],SkyTeam,[,],Star Alliance,[,],Africa,[,],Asia,[,],Europe,[,],North America (including Hawaii),[,],Caribbean,[,],Oceania,[,],South America",Airline hub
,Galley (kitchen)
"[,],Airport ownership and operation,[,],Airport structures,[,],Products and services,[,],Premium and VIP services,[,],Cargo and freight services,[,],Support services,[,],Airport access,[,],Internal transport,[,],History and development,[,],Air traffic control,[,],Traffic pattern,[,],Navigational aids,[,],Taxiway signs,[,],Lighting,[,],Weather observations,[,],Safety management",Airport
,Buy on board
,Inflight smoking
,Aircraft seat map
,Airsickness bag
"[,],Audio entertainment,[,],Encoding Standards,[,],Video entertainment,[,],In-flight games,[,],In-flight Adtainment System,[,],Moving-map systems,[,],Satellite and internal telephony,[,],Data communication,[,],Wi-Fi,[,],Mobile phone",In-flight entertainment
"[,],Basic amenities,[,],Advanced amenities,[,],Seat pitch,[,],Seat width",Airline seat
"[,],Cutlery,[,],Other non-food items,[,],Breakfast",Airline meal
,Aircraft lavatory
,Aircraft cabin
,Economy class
,Premium economy
"[,],China, Republic of,[,],Europe,[,],India,[,],Indonesia,[,],Japan,[,],UK,[,],USA",Travel class
"[,],Australia,[,],Germany,[,],Hong Kong,[,],Japan,[,],Russia,[,],Spain,[,],United Kingdom,[,],United States,[,],Canada",First class travel
"[,],History,[,],Australia and New Zealand,[,],North America,[,],Europe,[,],Discount Carriers,[,],Branding",Business class
"[,],Introduction,[,],Defunct,[,],Progressive withdrawal",First class (aviation)
"[,],Inter-war Period,[,],The Post-War Jet Age,[,],USSR,[,],Wide-body airliners,[,],Narrow-body airliners,[,],Small airliners,[,],Seats,[,],Overhead bins,[,],Passenger service units,[,],Cabin pressurization,[,],Cabin climate control,[,],Narrow-body airliners,[,],Wide-body airliners,[,],Lists,[,],Topics",Airliner
,Deadheading (aviation)
,Purser
,Flight engineer
"[,],Development, early 1940s, and WWII,[,],Late 1940s, Korean War, and the 1950s,[,],1960s, the Vietnam War, and 1970s,[,],1980s and after",Loadmaster
,Second officer (civil aviation)
,Third officer (civil aviation)
"[,],Responsibilities,[,],Chief Purser,[,],Purser,[,],Training,[,],Language,[,],Height and weight,[,],Discrimination,[,],September 11, 2001,[,],Other emergencies",Flight attendant
,First officer (civil aviation)
"[,],Serving as pilot in command,[,],Logging pilot in command time",Pilot in command
,Aircrew
,Regional Aviation Association of Australia
,International Society of Transport Aircraft Trading
,International Association of Travel Agents Network
,European Low Fares Airline Association
,European Regional Airlines Association
"[,],Price setting,[,],Other activities,[,],Criticism",International Air Transport Association
,Airline Tariff Publishing Company
,Air Transport Action Group
,Association of Asia Pacific Airlines
,African Airlines Association
,Association of European Airlines
"[,],Notes",Airline alliance
"[,],Mission,[,],Government Relations,[,],Legislative and Regulatory Priorities,[,],Position on Airline Pilot Rest Time,[,],Position on Collective Bargaining,[,],Position on ""Enhancing Airline Passenger Protections""",Airlines for America
"[,],Ads to improve industry image,[,],Ads to shape opinion on a specific issue,[,],Anti-competitive activity,[,],Cartels",Trade association
"[,],Headquarters,[,],A new global alliance,[,],Subsidiaries and franchises,[,],Full members and their member and non-member affiliates,[,],Inactive member and member affiliates,[,],Former members and member affiliates,[,],Future members and member affiliates,[,],Premium status,[,],Co-location,[,],Customer service initiatives,[,],Awards and recognitions,[,],Japan Airlines – 2007 special Oneworld livery,[,],Standard Oneworld livery",Oneworld
,Arab Air Carriers Organization
"Formations and early years,Biggest expansion,2005–2006,2007 expansion,2008–2009: Departure of airlines and new initiatives,Tenth anniversary,2011–onwards: Major expansion,Full members and their member & non-member affiliates,Former members and their member affiliates,Future members,Possible future members,SkyTeam hubs,Co-locations,Premium status,Notes,References",SkyTeam
"[,]",List of regional airlines
"[,],1997–1999: The first three years,[,],2000: New millennium and major expansion,[,],Tenth anniversary,[,],2008–2010: Expansion and 2nd decade of operations,[,],Expansion during 2011 and beyond,[,],Full members and their member and non-member affiliates,[,],Former member airlines and their member affiliates,[,],Future member airlines,[,],Possible future members,[,],Members' hubs,[,],Co-location (move under one roof),[,],Premium status",Star Alliance
,List of charter airlines
,List of low-cost airlines
"[,],[,],[,],[,],Taiwan,[,], and the ,[,],The , and ,[,],[,],[,],[,]",List of passenger airlines
"[,],Africa,[,],Asia; Central, Far East, South, and Southwest,[,],Australia, Oceania, and Southeast Asia,[,],Europe,[,],North America,[,],Latin America,[,],Holding companies of individual airlines,[,],Notes,[,],Sources",List of airline holding companies
,Airline codes
,Template talk:Commercial air travel
,Template:Commercial air travel
"[,],Develop Realistic Expectations,[,],Analyze Smart Practices,[,],Observe the Practice,[,],Describe Generic Vulnerabilities,[,],But Will It Work Here?,[,],Back to the Eightfold Path,[,],Clean Air Financing Programs,[,],Environmental best management practice,[,],Higher Education,[,],Health and Human Services",Best practice
,Convention on International Civil Aviation
"[,],Military operators,[,],Former Military operators",Handley Page Jetstream
"[,],List of Secretaries General,[,],List of Council Presidents",International Civil Aviation Organization
,Editing National aviation authority (section)
,Editing Template:Commercial air travel
,Editing National aviation authority (section)
,Editing National aviation authority (section)
,Australian Transport Safety Bureau
,Airworthiness
,Statutory authority
"[,],Civil law and common law,[,],Civil law and religious law,[,],Common law and religious law",List of national legal systems
,Editing National aviation authority (section)
"[,],Lighter than air – aerostats,[,],Heavier than air – aerodynes,[,],Unpowered aircraft,[,],Powered aircraft,[,],Structure,[,],Avionics,[,],Flight envelope,[,],Range,[,],Flight dynamics,[,],Military,[,],Civil,[,],Experimental,[,],Model,[,],Lists,[,],Topics",Aircraft
,Civil Aviation Authority
,Editing National aviation authority (section)
,Private pilot
,Directorate General of Civil Aviation of Turkey
" Adding pages without visiting them , Adding whole categories ",Book creator
,Cite
,Civil Aviation Authority of Singapore
,Civil Aviation Authority (Greece)
,Civil Aviation Department
,Shaheen Airport Services
,Aviator
,Aircraft maintenance engineer
,Aircraft Maintenance Engineer
,List of civil aviation authorities: Revision history
,"Rendering,Want to print more than one article?"
"Separation,CAAC's fleet In 1987,General aviation,Fleet retired before 1987,Major incidents,Affiliated universities",Civil Aviation Administration of China
Runways,New Islamabad International Airport
,Category:Airliner accidents and incidents caused by pilot error
"NPPL,PPL,CPL,ATPL,Type and Class ratings,Instrument qualifications in the UK,Transition to EASA licences",Pilot licensing in the United Kingdom
,Editing List of civil aviation authorities
,Cite
" Adding pages without visiting them , Adding whole categories ",Book creator
,Women Of Aviation Worldwide Week
,"Information for ""Pilot licensing in the United Kingdom"""
,Category:Accidents and incidents involving the Airbus A320
,"Changes related to ""Pilot licensing in the United Kingdom"""
,Pakistan Civil Aviation Authority
"Preventive maintenance,Corrective maintenance,Reliability centered maintenance","Maintenance, repair, and operations"
,"Rendering,Want to print more than one article?"
,Air China Flight 129: Revision history
" Adding pages without visiting them , Adding whole categories ",Book creator
,Cite
,"Changes related to ""Maintenance, repair, and operations"""
,"Information for ""Maintenance, repair, and operations"""
"World War I,Between the world wars,World War II,Post World War II aces",Flying ace
,Flying ace: Revision history
"Privileges,Eligibility requirements,Professional organization",Flight instructor
" Adding pages without visiting them , Adding whole categories ",Book creator
,Cite
,"Information for ""Flight instructor"""
,"Rendering,Want to print more than one article?"
,"Changes related to ""Flight instructor"""
,Association of Flight Attendants
,"Pages that link to ""Flight instructor"""
,FAA
,Editing Flight instructor
,Flight instructor: Revision history
" Adding pages without visiting them , Adding whole categories ",Book creator
,Cite
,"Rendering,Want to print more than one article?"
,"Information for ""Association of Flight Attendants"""
,"Pages that link to ""Association of Flight Attendants"""
,"Changes related to ""Association of Flight Attendants"""
,Log in / create account
,Log in / create account
,Association of Flight Attendants: Revision history
,Talk:Association of Flight Attendants
,Log in / create account
,Log in / create account
,"Rendering,Want to print more than one article?"
,Category:Communications Workers of America
,Editing Association of Flight Attendants
,Category:NPOV disputes from January 2012
,Log in / create account
,Log in / create account
,Log in / create account
,Log in / create account
,Log in / create account
,Log in / create account
,Log in / create account
,Search results
,Log in / create account
,Search results
,Log in / create account
,Log in / create account
,Search results
,Search results
,Search results
,Log in / create account
,Search results
,Log in / create account
,Search results
,Search results
,Search results
,Search results
,Search results
,Search results
,Search results
,Search results
,Search results
,Search results
,Search results
,Search results
,Ian Napier
,Search results
,Search results
,André de Meulemeester
,Search results
,Norman Franks
,Search results
,Search results
,Constant Soulier
,Search results
,Search results
,Roman character
,Ethnic groups in Indonesia
"[,],Consonants,[,],Vowels,[,],Numerals,[,],Historical,[,],Contemporary",Brahmic scripts
"Origins and early expansion,Middle Ages,Islamic empires,Modern history,Early Turkic mythology and shamanism,Religious conversions,Post-Soviet shamanistic revival,Modern times,Medieval times",Turkic peoples
"[,],Proto Malays,[,],Deutero Malays,[,],Indian influence,[,],Islamisation,[,],Colonisation,[,],Malay nationalism,[,],Language,[,],Literature,[,],Religion,[,],Architecture,[,],Visual art,[,],Cuisine,[,],Performing arts,[,],Traditional dress,[,],Martial arts,[,],Traditional games,[,],Names and Titles",Ethnic Malays
"[,],Languages currently written with the Arabic alphabet,[,],Languages formerly written with the Arabic alphabet",Arabic script
,Mandaic alphabet
"Middle Ages,Since the 1500s,Since 19th century,Multigraphs,Ligatures,Wholly new letters,Diacritics,Collation",Latin script
" Adding pages without visiting them , Adding whole categories ",Book creator
,"Pages that link to ""Latin script"""
,Cite
,Talk:Latin script
,"Information for ""Latin script"""
,"Changes related to ""Latin script"""
,Log in / create account
,Log in / create account
,Category:Latin script
"[,],Middle Ages,[,],Since the 1500s,[,],Since 19th century,[,],Multigraphs,[,],Ligatures,[,],Wholly new letters,[,],Diacritics,[,],Collation",Latin script
,Editing Latin script
,Category:Articles with unsourced statements from May 2011
,Latin script: Revision history
"[,],Counting,[,],Geometry becomes analytic,[,],Counting is mechanized,[,],Modern notation,[,],Computerized notation,[,],Ideographic notation",Mathematical notation
"[,],Historical meaning,[,],Context",Symbol
,Old Persian cuneiform
"[,],Syllabary,[,],Consonants,[,],Vowels,[,],Tones",Yi script
"[,],Proto-literate period,[,],Archaic cuneiform,[,],Akkadian cuneiform,[,],Assyrian cuneiform,[,],Derived scripts,[,],Numerals",Cuneiform
,Woleai script
,Varang Kshiti
,"Rendering,Want to print more than one article?"
,Visible Speech
"[,],Vai Syllable Grid,[,],Additional Syllables,[,],Logograms,[,],Digits,[,],Book of Rora",Vai syllabary
,Tirhuta
,Thaana
,Ugaritic alphabet
"[,],Vowels,[,],Consonants",Tibetan alphabet
"[,],Origins,[,],Characteristics,[,],Character Order,[,],Block,[,],Representation of the character ""Ra"",[,],Philippines National Keyboard Layout with Baybayin,[,],The Lord's Prayer (,) ,[,],Universal Declaration of Human Rights,[,],Motto of the Philippines,[,],Font downloads",Baybayin
"[,],Precursors,[,],Tengwar,[,],Letters,[,],Tehtar,[,],Ómatehtar,[,],Full writing,[,],Modes for various languages,[,],Non-Unicode,[,],Unicode,[,],Notes",Tengwar
"[,],Punctuation,[,],Consonants,[,],Vowels,[,],Tone,[,],Plosives (วรรค ,),[,],Non-plosives (อวรรค ,),[,],Vowels (สระ),[,],Other symbols",Thai alphabet
"[,],Characters",Tifinagh
"[,],Unicode",Tai Dam language
"[,],Consonant + Vowel Ligatures",Telugu script
,Tangut script
,New Tai Lue alphabet
,Tagbanwa alphabet
,Tai Le alphabet
"[,],Characteristics,[,],History,[,],Relationship with other Indic scripts,[,],Basic consonants,[,],Consonants of Modern Tamil,[,],Vowels",Tamil script
"[,],Block",Takri alphabet
"[,],Vowels,[,],Modifiers,[,],Consonants,[,],Digits",Sylheti Nagari
"[,],Classical ʾEsṭrangēlā,[,],East Syriac Maḏnḥāyā,[,],West Syriac Serṭā,[,],Ligatures,[,],Block,[,],HTML code table",Syriac alphabet
"[,],Aksara Swara,[,],Aksara Ngalagena,[,],Rarangkén,[,],Numbers,[,],Punctuations,[,],Writing in Pasangan (Pairs),[,],Blocks",Sundanese alphabet
"[,],Block",Sorang Sompeng alphabet
"[,],Haha-Hung reversal,[,],Other reversals,[,],Quikscript,[,],Revised Shaw alphabet,[,],Ŝava alfabeto,[,],Block,[,],Fonts",Shavian alphabet
"[,],Consonants,[,],Vowels,[,],Arabic script,[,],Devanagari script",Sindhi language
"[,],Consonants,[,],Vowels,[,],Prenasalized consonants,[,],Non-vocalic diacritics,[,],Online resources",Sinhala alphabet
"[,],Vowels,[,],Consonants,[,],Block",Śāradā script
"[,],Vowels and Consonants,[,],Compund Letters,[,],Numerals",Saurashtra alphabet
"[,],Orientation,[,],Hand shapes,[,],Finger movement,[,],Hand movement,[,],Shoulder, head, and eye movement,[,],Contact,[,],Location,[,],Expression,[,],Body movement,[,],Prosody",SignWriting
"[,],Consonants,[,],Vowels,[,],Writing direction,[,],Punctuation",Sarati
,South Arabian alphabet
,Samaritan alphabet
,Rejang alphabet
"[,],Notes,[,],General references",Parthian language
,Pollard script
"[,],Writing media,[,],Direction of writing,[,],Writing instruments ,[,],Glyphs,[,],Dating the tablets,[,],1770 Spanish expedition,[,],Petroglyphs ,[,],Discovery,[,],Destruction,[,],Anthropological accounts,[,],Classic texts ,[,],Additional texts,[,],Glyphs,[,],Published corpus",Rongorongo
"[,],Origins,[,],Early inscriptions,[,],Magical or divinatory use,[,],Medieval use,[,],Runes in Eddic lore,[,],Elder Futhark (2nd to 8th centuries),[,],Anglo-Frisian runes (5th to 11th centuries),[,],""Marcomannic runes"" (8th to 9th centuries),[,],Younger Futhark (9th to 11th centuries),[,],Medieval runes (12th to 15th centuries),[,],Dalecarlian runes (16th to 19th centuries),[,],Esotericism,[,],J. R. R. Tolkien and contemporary fiction,[,],Block,[,],Letters,[,],Fonts,[,],Bibliography",Runes
"[,],Inscriptional Pahlavi,[,],Psalter Pahlavi,[,],Book Pahlavi,[,],Logograms,[,],Problems in reading Book Pahlavi,[,],Arsacid Pahlavi,[,],Sasanian Pahlavi,[,],Post-conquest Pahlavi",Pahlavi scripts
"[,],Inscriptional Pahlavi,[,],Psalter Pahlavi,[,],Book Pahlavi,[,],Logograms,[,],Problems in reading Book Pahlavi,[,],Arsacid Pahlavi,[,],Sasanian Pahlavi,[,],Post-conquest Pahlavi",Pahlavi scripts
,Palmyrene dialect
"[,],Inscriptional Pahlavi,[,],Psalter Pahlavi,[,],Book Pahlavi,[,],Logograms,[,],Problems in reading Book Pahlavi,[,],Arsacid Pahlavi,[,],Sasanian Pahlavi,[,],Post-conquest Pahlavi",Pahlavi scripts
,Old Permic alphabet
"[,],Letters,[,],Numbers",Osmanya alphabet
"[,],Independent vowels,[,],Consonants,[,],Dependent vowels,[,],Special forms,[,],Vowel signs,[,],Consonant signs,[,],Vowel diacritics",Oriya alphabet
,'Phags-pa script
,Ol Chiki alphabet
"[,],Vowels,[,],Consonants",Old Turkic alphabet
"[,],Vowels,[,],Consonants,[,],Unicode,[,],Sources,[,],Notes",N'Ko alphabet
,Geba syllabary
,Nabataean alphabet
,Mro people
"[,],Blocks",Meitei Mayek alphabet
,Ancient North Arabian
"[,],Foreign languages",Moon type
"[,],Arrangement,[,],Letters,[,],History,[,],Stacked consonants,[,],Blocks,[,],Languages,[,],Websites using Unicode,[,],Fonts supporting Burmese characters",Burmese alphabet
,Traditional Mongolian alphabet
"[,],Characteristics,[,],History,[,],Vowels,[,],Consonants,[,],Chandrakkala,[,],Ligatures,[,],Other symbols,[,],Block,[,],Chillus in Unicode",Malayalam alphabet
"[,],Griffith and Hintze,[,],Millet and Rowan,[,],Notes,[,],General references",Meroitic alphabet
,Mende script
,Manichaean alphabet
,Mahajani
"[,],Harmonic and disharmonic echo vowels,[,],Verbal inflections",Maya script
"[,],Examples of words",Lydian alphabet
,Lycian alphabet
,Loma language
,Fraser alphabet
"[,],Accounts with Sirijunga,[,],Block,[,],Font support",Limbu alphabet
,Gaelic type
,Lepcha alphabet
"[,],Syllabic signs,[,],Special and unknown signs,[,],Spelling and pronunciation,[,],Ideograms,[,],Corpus,[,],Chronology,[,],Contents,[,],Arthur J. Evans' classification of scripts,[,],Alice Kober's triplets,[,],Emmett L. Bennett's transcription conventions,[,],Michael Ventris' identification as Greek,[,],John Chadwick's expert contributions to reading the tablets",Linear B
"[,],Categorized letters,[,],Noncategorized letters,[,],Block,[,],Fonts",Tai Tham alphabet
"[,],Consonant chart,[,],Consonantal digraphs and ligatures,[,],Phonetic",Lao alphabet
,Kaithi
,Fraktur
,Kpelle syllabary
"[,],Official status,[,],Consonants,[,],Vowels,[,],Allophones,[,],Morphophonemics,[,],Honorifics,[,],Speech levels,[,],Gender and Korean language,[,],Pronunciation,[,],Spelling,[,],Spelling and pronunciation,[,],Grammar,[,],Vocabulary,[,],Others",Korean language
"[,],Structured consonants,[,],Unstructured consonants",Kannada alphabet
,Khojki
"[,],Styles",Khmer alphabet
"[,],Vowels,[,],Tone markers,[,],Consonants,[,],Digits",Kayah Li alphabet
,Jurchen script
,Kharosthi
"[,],Kanji,[,],Hiragana,[,],Katakana,[,],Latin alphabet,[,],Arabic numerals,[,],Hentaigana,[,],Examples,[,],Importation of kanji,[,],The development of man'yōgana,[,],Script reforms,[,],Lettering styles,[,],Variant writing systems",Japanese writing system
"[,],Block,[,],Letters with Transliteration",Old Italic script
"[,],Vowels,[,],Consonants,[,],Syllable-final consonants,[,],Aksara murda,[,],Consonant clusters,[,],Special characters,[,],Capitalization",Javanese alphabet
"[,],Origins,[,],Medieval Hungary,[,],Early Modern period,[,],Scholarly discussion,[,],Popular revival",Old Hungarian alphabet
"[,],Diacritics,[,],Digraphs",Kana
"[,],Second and third stage tones",Pahawh Hmong
,Anatolian hieroglyphs
,Hanunó'o alphabet
"[,],General,[,],Vowels,[,],Alphabet,[,],Yiddish symbols,[,],Shin and sin,[,],Dagesh,[,],Identical pronunciation,[,],Ancient Hebrew pronunciation,[,],Matres lectionis,[,],Vowel points,[,],General,[,],Keyboards",Hebrew alphabet
"[,],""Subjoined"" letters,[,],Vowel examples,[,],Nasalization: tippi and bindi,[,],Gemination: addak,[,],Halant,[,],Visarg,[,],Udaat",Gurmukhī alphabet
,Nüshu script
"[,],Precursors,[,],Legendary origins,[,],Oracle bone script,[,],Bronze Age: parallel script forms and gradual evolution,[,],Unification: seal script, vulgar writing and proto-clerical,[,],Han Dynasty,[,],Wei to Jin period,[,],Dominance and maturation of regular script,[,],Modern history,[,],Pictograms,[,],Ideograms,[,],Ideogrammic compounds,[,],Rebus,[,],Phono-semantic compounds,[,],Transformed cognates,[,],Regional standards,[,],Simplification in China,[,],Japanese kanji,[,],Southeast Asian Chinese communities,[,],Comparisons of traditional Chinese, simplified Chinese, and Japanese,[,],Historical spread,[,],Representation of foreign languages,[,],Chinese,[,],Japanese,[,],Korean,[,],Vietnamese,[,],Modern creation",Chinese characters
"[,],Use for Avestan,[,],Vowels,[,],Consonants,[,],Non-vowel diacritics,[,],Digits,[,],Keyboard and script resources",Gujarati alphabet
"[,],Greek,[,],Luwian,[,],Phoenician,[,],Indo-Iranian,[,],Tyrrhenian,[,],Notes,[,],Citations,[,],Sources,[,],Further reading",Linear A
"[,],Pallava Grantha,[,],Transitional Grantha,[,],Medieval Grantha,[,],Modern Grantha,[,],Vowels,[,],Consonants,[,],Consonant clusters,[,],Grantha numbers,[,],Vowel signs,[,],Consonant signs",Grantha alphabet
,Gothic alphabet
,Khutsuri
"[,],Hieronymian version,[,],Pre-Glagolitic Slavic writing systems",Glagolitic alphabet
"[,],Obsolete letters,[,],History,[,],Blocks",Georgian alphabet
"[,],Ge'ez abjad,[,],Ge'ez abugida,[,],Labiovelar variants,[,],Additional letters,[,],Letters used in modern languages",Ge'ez script
,Hieratic
,Elbasan alphabet
"[,],Representation of ,[,],Syllabic values,[,],Notes,[,],General references",Deseret alphabet
